"TypeId","Name","ActivationDateTime","ACType","TagIds","Kind","ThoughtIconInfo","CreationDateTime","ModificationDateTime","SyncSentId","BrainId","Id","ForgottenDateTime","SyncUpdateDateTime","Label"
"562165bf-44e4-4f29-a84f-c6119270d481","Delta Sigma Phi","2022-01-09T03:37:31.1743124",0,"[]",1,"1::0:True:False:0:","2022-01-09T03:17:51.1163038","2022-01-09T03:18:19.0743031","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e4ba01d-2f6d-4662-9c0e-c4629fbb2890",,,
"9dbd97af-4986-41ae-8ebd-d87a8be0a4ab","Uniting Reformed Church in Southern Africa","2021-12-19T21:29:39.5675818",0,"[]",1,"1::0:True:False:0:","2021-12-19T21:29:18.5030816","2022-01-08T19:46:11.532303","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e4f4389-5801-4425-a834-c5c9f7edecba",,,
"709d6d60-467b-4e7e-8477-8fc17a00e695","Neo-Calvinism","2022-02-03T01:00:39.7734463",0,"[]",1,"1::0:True:False:0:","2021-12-15T18:40:20.2486284","2022-02-03T01:00:23.9644473",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e5ef668-05b0-4353-ad05-4f9bce261037",,,
,"Ecumenical Patriarch of Constantinople","2022-02-04T03:21:48.758079",0,"[]",1,"1::0:False:False:0:","2021-12-19T21:12:55.5100812","2021-12-19T21:12:55.5100812",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e6190e7-4d4d-4235-abde-aa6a75c27e4f","2022-02-04T03:21:44.6395901","2022-02-04T03:21:44.6395901",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Solomon Asch","2022-02-04T05:38:17.3830886",0,"[]",1,"1::0:True:False:0:","2021-12-26T21:31:10.1792532","2022-02-04T05:38:25.1285779",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e9c5b06-8bc6-4376-a116-784715a2a3b4",,,
"709d6d60-467b-4e7e-8477-8fc17a00e695","Keynesian Economics","2022-02-04T04:48:12.598578",0,"[]",1,"1::0:True:False:0:","2021-12-20T18:49:19.8845531","2022-02-04T04:48:16.9005783",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8e9da802-7486-49d5-a38c-8ae95a7b7adb",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Spessard Holland","2022-01-13T06:05:41.6813046",0,"[]",1,"1::0:True:False:0:","2022-01-13T06:05:34.644304","2022-01-13T06:10:02.4803039","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8ea284cc-6faa-4b61-bd5c-1f8f5d9ce426",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Charles Sydney Jones","2021-12-19T19:41:39.3575812",0,"[]",1,"1::0:True:False:0:","2021-12-19T19:41:36.3985812","2022-02-03T20:30:40.4771956",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f153158-579f-4078-9b52-6b7f4e258a7d",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Paul Warnke","2022-01-07T20:09:24.9859226",0,"[]",1,"1::0:True:False:0:","2022-01-07T20:09:21.2349234","2022-01-07T20:36:48.035923","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f1c6924-6ed5-4ec3-a030-e697a3c3f2fb",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Ron DeSantis","2021-12-07T02:09:45.0081719",0,"[]",1,"1::0:False:False:0:","2021-12-07T02:09:11.6236641","2022-01-07T21:17:02.3234237","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f1e4635-035d-4aa0-98a2-7af40557abb4",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Felix Morley","2021-12-16T19:19:58.4476402",0,"[]",1,"1::0:True:False:0:","2021-12-16T19:19:55.1821406","2022-02-03T20:29:05.2576927",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f347e6a-8f41-4deb-a4ed-717bd6256e70",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Clive Day","2021-12-20T17:33:32.8375534",0,"[]",1,"1::0:True:False:0:","2021-12-20T17:33:26.1775526","2022-02-03T01:33:26.2109467",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f3a595f-b7a2-4540-92ae-8b807efc5779",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Jim Jordan","2022-01-26T02:40:13.6689443",0,"[]",1,"1::0:True:False:0:","2021-12-07T02:07:11.7326653","2022-02-03T20:10:10.020192",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f74f0ad-4756-405b-a3ec-240ee1940df8",,,
"709d6d60-467b-4e7e-8477-8fc17a00e695","Theocracy","2022-01-14T23:32:10.014641",0,"[]",1,"1::0:True:False:0:","2022-01-14T23:32:06.9336778","2022-01-14T23:32:13.3076412","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f7cbc12-d12e-41f7-a183-83177a5107f2",,,
"562165bf-44e4-4f29-a84f-c6119270d481","Stop the Steal","2022-02-04T15:36:07.7082276",0,"[]",1,"1::0:True:False:0:","2022-01-13T17:51:01.1866921","2022-02-04T15:36:10.5987267",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f88fde0-b343-4351-b0ee-e96dbed2dc9f",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Samuel K. Skinner","2022-01-13T19:13:33.6491904",0,"[]",1,"1::0:True:False:0:","2022-01-13T19:13:31.1076913","2022-01-13T19:13:34.5221927","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f903e26-d7f3-4f0d-97fc-17663d813be3",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Philip J. Quigley","2021-12-26T20:34:31.7882535",0,"[]",1,"1::0:True:False:0:","2021-12-26T20:34:28.4862532","2022-02-03T20:15:43.3926925",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8f9cd888-aaac-4b15-b2e2-e49978f53bae",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Marissa Mayer","2021-12-26T20:32:06.1382534",0,"[]",1,"1::0:True:False:0:","2021-12-26T20:32:02.6822536","2022-02-03T20:16:20.8921934",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8faafffd-ffe7-4d28-9a6d-ef18573359e1",,,
"3595ecca-9dd8-49f0-913d-06b2efb814fc","Reform Party","2021-12-14T23:34:39.103652",0,"[]",1,"1::0:True:False:0:","2021-12-14T23:33:08.6821516","2022-02-04T02:30:24.9450779",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","8fb202d2-237c-4880-94c6-49a9cf0f7bda",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Slavoj Žižek","2022-02-04T05:38:08.1425794",0,"[]",1,"1::0:True:False:0:","2022-01-14T22:19:13.2461402","2022-02-04T05:38:11.5290787",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90175e7d-13f0-4f44-8b5f-21ced04f4962",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Gary North","2021-12-15T02:17:06.9281278",0,"[]",1,"1::0:True:False:0:","2021-12-15T02:16:59.0511273","2022-02-04T02:23:46.1715783",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","906da9fb-8228-4835-b486-cc21d91c875d",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Hans-Ulrich Rudel","2022-01-09T05:11:06.6598034",0,"[]",1,"1::0:True:False:0:","2022-01-09T05:11:03.4713393","2022-01-09T05:12:07.7508033","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","908af114-f6f1-4cc8-852b-8d6226b8ebde",,,
"7b79e690-faaf-404a-982c-fad8b35868f2","McGill University","2022-01-14T22:01:27.1001416",0,"[]",1,"1::0:True:False:0:","2022-01-14T22:01:23.9616408","2022-01-14T22:01:28.2821403","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","908afba8-5384-4784-a3af-679d583c72fe",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Ed Lansdale","2022-01-31T20:27:53.5966586",0,"[]",1,"1::0:True:False:0:","2022-01-31T20:26:33.9456581","2022-01-31T20:27:54.0976612",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90a1d262-4432-4c37-9aa4-8f44d5a89e63",,,
"7b79e690-faaf-404a-982c-fad8b35868f2","Southwestern Baptist Theological Seminary","2021-12-15T01:29:02.7491273",0,"[]",1,"1::0:True:False:0:","2021-12-15T01:28:59.9251266","2022-02-04T04:05:22.7735793",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90a78eb8-f466-463d-a9c5-445f0505b76f",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","John Harvard Castle",,0,"[]",1,"1::0:False:False:0:","2021-12-15T03:08:51.1521269","2022-02-03T01:20:36.5504476",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90bb32a7-2e7e-4db4-bb65-3c8724b5832e",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Pope Leo XIII","2022-01-31T18:13:01.4051591",0,"[]",1,"1::0:False:False:0:","2022-01-31T18:12:50.1071583","2022-01-31T18:12:50.1071583",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90c48eea-498c-4a80-86fa-99162c81c34f",,,
"562165bf-44e4-4f29-a84f-c6119270d481","Society of Christian Philosophers","2021-12-16T17:48:37.9961405",0,"[]",1,"1::0:True:False:0:","2021-12-15T22:47:40.14963","2022-02-03T01:53:33.2169469",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","90c7997e-2ede-4974-973c-7b3d4b3947a9",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Barack Obama","2022-01-24T16:45:28.0800406",0,"[]",1,"1::0:True:False:0:","2022-01-24T16:42:21.3760426","2022-01-24T16:42:50.2410437",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","910ba217-2b61-4852-b632-9d840388a783",,,
"562165bf-44e4-4f29-a84f-c6119270d481","Washington Mutual","2022-01-31T15:57:09.7591603",0,"[]",1,"1::0:True:False:0:","2022-01-31T15:57:06.9371592","2022-01-31T15:57:09.9896598",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","910dd5d6-17f3-431e-9fe5-88675f4aeb98",,,
"7b79e690-faaf-404a-982c-fad8b35868f2","New Orleans Baptist Theological Seminary","2022-02-03T20:25:30.6121918",0,"[]",1,"1::0:True:False:0:","2021-12-15T01:29:16.8496276","2022-02-03T20:25:33.7201927",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","9129cde9-6080-4a7a-b4f6-6b5ac36011b7",,,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","Kelly Meggs",,0,"[]",1,"1::0:False:False:0:","2021-12-07T18:03:18.0899023","2022-02-04T02:03:00.8230794",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","912a5d26-286d-4bde-9afd-57c7da692f71",,,
"3595ecca-9dd8-49f0-913d-06b2efb814fc","United States Army Special Forces","2022-02-04T15:45:59.8592273",0,"[]",1,"1::0:True:False:0:","2021-12-16T18:33:12.670641","2022-02-04T15:46:03.4312273",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","9136d3d3-d395-4bf0-b12a-2f5022e90924",,,
