"ThoughtIdA","ThoughtIdB","Kind","Relation","Direction","Meaning","Thickness","CreationDateTime","ModificationDateTime","SyncSentId","BrainId","Id","TypeId","Name"
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","a2f6cc83-bedf-4f3c-bfeb-c0f7fd10fa73",1,1,-1,2,-1,"2022-01-14T20:10:19.5951399","2022-01-14T20:10:19.5951399","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","0060f2e6-e800-4650-acce-65801d08798a",,
"b4932e97-4621-4a2d-b6e8-3c257cef4d82","38c44df0-08a0-4144-9a58-cfcd2fd4e670",1,1,-1,5,-1,"2022-01-31T22:40:03.7786773","2022-01-31T22:40:03.7786773",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","006b2fca-373e-4d48-9dac-f09382ccf6ea",,
"e2225a85-aa30-44b6-adc2-2a3af043b9ed","0530b7a2-c29e-4370-8118-55572f065f89",1,1,-1,1,-1,"2022-01-09T07:32:06.0258029","2022-01-14T21:26:16.7806399","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","0070189a-f39f-4e57-a4e0-2f32e96be1ea","0a1d0608-8f79-4500-9748-345475ac4238",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","fef2fd71-17cb-49cd-b742-f1765b21fb74",1,1,-1,2,-1,"2022-02-03T01:26:25.6394461","2022-02-03T01:26:25.6394461",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00770ffa-0fbe-40b5-a967-8ee2aef91a1b",,
"26133b73-c8a1-4192-b182-be5c972ee25d","9c70f7fd-9946-4e81-94f2-0595b07ef673",1,1,-1,1,-1,"2022-01-31T22:48:36.8646581","2022-01-31T22:48:40.7336593",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","007cf1d8-942f-4631-9147-5e830c0bdb12","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"d06e5ac7-8e63-451e-84ba-1a2eb7fac218","3c60698a-d12c-4d2a-be02-e893512a731a",1,1,-1,1,-1,"2021-12-19T19:42:58.4560807","2022-02-03T20:29:48.7916918",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0082843e-dec7-48c5-9634-32416cc5bec6","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"3212ecf6-61ea-458d-a2f8-0a6cb1211c47","e245a2e7-86d9-46fa-a8ef-be49c5a38d50",1,1,-1,5,-1,"2022-02-01T16:12:57.1897092","2022-02-01T16:12:57.1897092",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","008a8e8a-d60c-4c2d-b443-bc1bb29f2736",,
"6ca3541b-e2bf-47f1-b8e3-aebce70df1d3","f4fbc40b-975e-4833-a022-bd70a1ffe9d0",1,1,-1,1,-1,"2021-12-21T21:56:19.2325937","2022-01-13T04:57:32.2518031","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","008e6747-f779-4c70-8756-04093633ef3a",,
"88c1ed3e-1731-4164-987d-8473342d5194","e69fa04d-b1dc-411d-a796-7f43e21a67db",1,1,-1,5,-1,"2022-01-13T06:10:17.3528034","2022-01-13T06:10:17.3528034","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00993717-5538-4aca-a5e3-ec065b85eb4f",,
"b4932e97-4621-4a2d-b6e8-3c257cef4d82","7362752a-fb91-4f3b-909a-b1972d9344f1",1,1,-1,5,-1,"2022-01-09T01:31:07.4063045","2022-01-09T01:31:07.4063045","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","009b7080-55f2-4f72-ae59-b5581ca3001a",,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","f454d07a-a04a-4a9f-b3d7-f7c44ae38bfb",1,1,-1,2,-1,"2022-01-13T06:10:02.5758036","2022-01-13T06:10:02.5758036","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","009eac2d-0659-43e3-a47b-63d934ee5d4b",,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","e1d9e547-d8ee-4beb-939d-0bbe5631a8d9",1,1,-1,2,-1,"2022-02-04T05:22:00.2130784","2022-02-04T05:22:00.2130784",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00b4b69b-c511-41a8-8b42-f59c95576be4",,
"570ec50a-2d68-4e41-98f1-c004fe692395","bdb9a2af-68ab-4de1-809a-1534ad3cb15a",1,1,-1,1,-1,"2022-01-09T06:26:49.9003027","2022-01-09T06:26:55.1253025","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00c0afe4-09ae-4098-bb2b-5945297e5df7","7f6016a5-17b2-4dc7-b82d-c1c146efc6e2",
"562165bf-44e4-4f29-a84f-c6119270d481","9d481a72-2a2f-4744-b0d2-655db0794b85",1,1,-1,2,-1,"2022-01-31T15:56:47.7551587","2022-01-31T15:56:47.7551587",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00c190e3-f72d-4a7c-b846-734276d1fb0e",,
"bcd35ab1-815f-47f3-b25a-a0c7c042b7a9","6505ad2b-8fd3-48d8-a863-7f6e5fa1fc1f",1,1,-1,1,-1,"2021-12-15T03:47:55.7746271","2022-02-03T01:12:09.4129465",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00c80377-eff1-4294-9ccb-a34dceb044ba","0a1d0608-8f79-4500-9748-345475ac4238",
"fe78175a-3516-4af6-be76-29bb029408ca","4710961a-f44b-4665-a23e-76be3319e7e5",1,1,-1,1,-1,"2022-01-09T07:48:53.8068026","2022-01-09T07:48:58.056304","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00cf8798-bea0-45b6-9fae-3874904ebfa7","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"b4932e97-4621-4a2d-b6e8-3c257cef4d82","5d4d36c6-2534-47b0-a1a6-c377abc95e95",1,1,-1,5,-1,"2022-01-14T20:32:28.0971409","2022-01-14T20:32:28.0971409","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00d3fc56-c62f-4a01-99c4-0f67604dc99e",,
"1e99995a-941a-4348-9ece-f0ed963f10fe","4636b5ea-c589-41b5-b3fa-2866e1f06b35",1,1,-1,1,-1,"2022-01-13T05:48:38.6748043","2022-01-13T05:48:45.6893031","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00d502de-cdfb-4822-b723-134a753c8c8c","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"502fea01-be00-427a-aada-aa51034637c6","b513e0d1-21c8-4da2-8f90-1a4d994751a0",1,1,-1,1,-1,"2022-01-24T17:50:43.4530439","2022-01-24T17:50:57.0300436",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00d61ca0-4607-4a7b-8896-9908cd60ea77","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","e50a5c4b-470d-4cad-91f5-bd6d66528d00",1,1,-1,2,-1,"2022-02-03T01:17:09.1724484","2022-02-03T01:17:09.1724484",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","00eea2b7-f0c7-4eee-a6c5-bfcb59b1397b",,
"2112e625-0103-40ed-9bd4-d32bc963793d","081c66a7-48f9-4339-830c-5ed7e2fc59c0",1,1,-1,1,-1,"2022-01-13T19:11:38.0212095","2022-01-13T19:11:38.0212095","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00f11eee-4670-4c89-8b71-b260524da506",,
"da9295d1-30b0-4e7f-baa7-7773b5538d80","d1bdd48d-82cf-4b86-a0f6-4195d730272a",1,1,-1,1,-1,"2022-01-14T21:54:22.7861417","2022-01-14T21:54:31.7361417","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","00f9a292-e94b-4e03-8168-b99fdac0f714","0a1d0608-8f79-4500-9748-345475ac4238",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","0c9ee9a4-0102-457a-ae3f-aacef6c095f5",1,1,-1,2,-1,"2022-02-03T20:19:44.3441918","2022-02-03T20:19:44.3441918",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0100b819-ba43-4eab-a572-1985c4e99104",,
"cebe3b13-4316-4a7c-a678-f06657f85964","f73daecc-ca41-437d-a535-1834cc91ef18",1,1,-1,1,-1,"2021-12-13T00:53:11.5561632","2022-02-03T19:49:27.0151931",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","010d9342-822f-4595-b543-29feca9fc4ce","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"1e99995a-941a-4348-9ece-f0ed963f10fe","89601130-b6ea-41d1-afa0-b51aa6a7d34c",1,1,-1,1,-1,"2022-01-31T18:33:27.847159","2022-02-04T15:59:24.9172278",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0115790e-5098-426b-b78f-17115b6e3708","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"0a97cad1-f30c-4213-88c9-e402c32b9752","185b7a39-0d7a-4fd9-b683-c93058e3b571",1,3,-1,1,-1,"2022-01-14T23:52:23.6201408","2022-01-14T23:52:23.6201408","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","01175178-2151-4135-9673-55c89bc238d5",,
"00ded226-790c-4bfb-830d-0ec1c04be34d","979cba31-16f0-4c82-9c5b-880d469889b9",1,3,-1,1,-1,"2022-01-31T19:16:48.2281585","2022-01-31T19:16:53.1976585",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0126e297-896e-446d-a6ea-122da26b5e53","cb1e271e-f82f-4aac-b7b1-1cb875a69fb3",
"6bd3fee0-1bda-4f9f-9991-6fbd1019c058","ae1952e6-f2e4-4f81-b332-300ab649e014",1,1,-1,1,-1,"2021-12-15T01:32:45.0251271","2022-02-01T16:20:48.1642094",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","012923ed-c07a-4021-8817-7bcd0f52c8f3","cb1e271e-f82f-4aac-b7b1-1cb875a69fb3",
"05c5fe0e-a152-4384-88d9-60e808e39a80","5999dbd4-9d0b-4d2d-9549-14d15bfd9615",1,1,-1,1,-1,"2021-12-16T03:57:22.7816267","2022-02-01T16:44:18.0007098",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","012f49db-d37b-45e2-9cf5-e31b670ab1c3","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"75eae654-3ebe-48cb-bde8-8707f57ad07c","60e26759-7604-4907-9f6d-03554e056bd3",1,1,-1,1,-1,"2022-01-14T23:19:08.7571405","2022-01-14T23:19:22.8841433","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","0135b973-cfd4-4af5-af1d-b4a2d444b9e1","0a1d0608-8f79-4500-9748-345475ac4238",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","7aad8b3e-8906-42a9-ba4a-e8f423927d20",1,1,-1,2,-1,"2022-02-04T01:57:15.0345785","2022-02-04T01:57:15.0345785",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","013dde08-c1d1-48aa-8eea-69511683f63f",,
"d6cc7a5f-e371-4574-8f71-aad134449580","66027ebd-10e0-4ec5-994a-efa7429fc01f",1,1,-1,1,-1,"2022-01-07T20:16:17.9934222","2022-02-03T20:22:31.6081922",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","01428b12-8132-43aa-9271-5e78f3d10cc9","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"8c6beb97-dc7e-4ef4-b4e7-c4de91163015","ee0ddd30-402f-420a-85ac-41a2c6a8cf2c",1,1,-1,1,-1,"2021-12-19T19:01:56.5400824","2021-12-19T19:01:56.5400824","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","0148dfe0-46cb-4a93-b8fb-562bf338c142",,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","505b6bab-6ee6-4245-82a7-4a8d0adcf496",1,1,-1,2,-1,"2022-02-03T02:10:14.074447","2022-02-03T02:10:14.074447",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","014ce1f1-0096-4fe5-b1b4-a1e2e98ef51e",,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","b9d930d7-44d6-40e7-8e2d-3566fa783603",1,1,-1,2,-1,"2022-02-03T02:40:04.1534464","2022-02-03T02:40:04.1534464",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0151a8ad-6ece-4b3f-96fb-917c10b3e48a",,
"394c36e8-11ba-44ad-84a7-3663ef820770","ee115154-03dc-4c50-8578-54a865c1e3d1",1,1,-1,1,-1,"2021-12-15T03:53:30.0111272","2021-12-15T03:53:30.0111272","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","015bd1ab-3f40-4710-8ccc-8421986c6e96",,
"ca13c5d7-18d6-4d18-8056-3592b684cfae","e34361a3-e6d9-40d4-b4c9-2004af6cb2c9",1,1,-1,1,-1,"2022-01-08T20:16:17.507302","2022-01-08T20:18:18.3038021","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","01604a3c-48c9-4b4d-8a24-2bb2e9c0fcbd","0a1d0608-8f79-4500-9748-345475ac4238",
"cdb0231c-4d3f-4d71-896a-30c04882a4d6","9dee547d-98e9-4a99-a9d6-ebcc4fa86eed",1,1,-1,1,-1,"2022-01-31T19:08:03.4106594","2022-01-31T19:08:17.1381594",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0160bf99-58db-4518-af02-4f89ac36cd73","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"f9cf2c54-cea1-44b2-a0c8-c7e1bf0cda2d","306cc321-3fb2-4183-92a7-742438337165",1,1,-1,1,-1,"2021-12-15T22:08:09.759127","2022-02-03T02:33:31.1019469",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0168a930-1a3d-46e9-8915-363e07c2e91c","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","9c428647-5e97-48f1-8fa6-51b25847953f",1,1,-1,2,-1,"2022-02-03T20:02:10.598692","2022-02-03T20:02:10.598692",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","017057d6-b6b8-4362-9730-936444fca22b",,
"e4ded094-ad33-4999-a307-0f9be6376d36","62f5f5bf-cd5c-41a2-b1dd-011788d1d927",1,1,-1,1,-1,"2022-02-03T20:21:06.235692","2022-02-03T20:21:09.3156932",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","01755efb-0d08-4b09-a329-b5e53b826711","94010e52-590a-4fef-a6b6-4b76ee0e9085",
"23049f63-9e2e-438a-9687-7e59333c9a72","75f3fcd6-4014-4f45-b1a4-b506bd0f97b5",1,1,-1,1,-1,"2022-01-09T01:31:42.5118033","2022-01-09T01:31:58.562304","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","017b5a66-3d9b-4b75-8ec8-a7fd63f12028","94010e52-590a-4fef-a6b6-4b76ee0e9085",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","f68b4f39-8958-414b-8ca3-2c98dfbb28c4",1,1,-1,2,-1,"2022-02-03T20:15:27.2866921","2022-02-03T20:15:27.2866921",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","0186554e-c0b2-4dfa-acf9-871a00a9c3a4",,
"1668e5fb-5c32-42c2-a5f9-7dd3d8410e74","ee05cd6b-35e8-40ce-9c50-895d7fc09f7e",1,1,-1,1,-1,"2022-01-13T06:07:05.6358037","2022-02-04T03:52:11.7120806",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","01882a93-2a50-446a-ae9b-10c9aaad8fcb","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","a495003b-907d-4ea6-b6b7-9d478fd51617",1,1,-1,2,-1,"2022-02-03T01:48:48.8909465","2022-02-03T01:48:48.8909465",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","018bfbc0-4b2d-4a05-bbb2-b1b60648229a",,
"75eae654-3ebe-48cb-bde8-8707f57ad07c","2928959a-c31b-43d4-b450-e1042f6a8c94",1,1,-1,1,-1,"2021-12-27T20:18:35.8016452","2022-01-14T23:14:45.677141","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","0197ac54-2f3f-40d4-b69f-5ce7b7c123c0","0a1d0608-8f79-4500-9748-345475ac4238",
"efddddde-0bb0-4ceb-abe9-5023f212736b","4f0aaf15-16b2-4ace-bc2a-25cc1165b287",1,1,-1,1,-1,"2021-12-15T19:57:15.9026267","2022-02-03T19:55:21.7056918",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","01ac90d0-a66f-4046-a442-9f0010b12331","2656bdc6-a769-4ec5-b47f-12f4a5c12e15",
"87e42255-49ad-4fac-8592-93a4071d271f","1668e5fb-5c32-42c2-a5f9-7dd3d8410e74",1,1,-1,1,-1,"2022-01-13T05:51:13.7623032","2022-01-13T05:52:01.4483035","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","01ae7391-10be-47a7-b0f9-3722b1331b18","94010e52-590a-4fef-a6b6-4b76ee0e9085",
"ba076320-63e1-4d9d-95c1-a9dea2231ebf","c604ad60-4e80-4541-a668-9c4e90407a29",1,3,-1,1,-1,"2022-01-14T19:52:50.3366407","2022-01-14T19:53:06.0456412","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","01b42fde-35ec-4944-a325-fa05f8948374","8c0cc891-24a5-4ce9-93e6-5bbe61a645fd",
"b4932e97-4621-4a2d-b6e8-3c257cef4d82","1fe9ce05-6e57-402d-8161-d7519eb41d35",1,1,-1,5,-1,"2022-01-13T06:10:10.4598045","2022-01-13T06:10:10.4598045","9e007ea0-cdb9-494c-b8b6-fde15f3a7494","151a7829-045f-4dc2-8c26-24d75f6bdd7a","01b49eea-6c6a-46df-ae94-d7894f12eb58",,
"d266c2fe-63cc-464a-9427-dc4cd7c1ef41","9cc256de-d0e3-4e38-a0a7-f1954b5b7c93",1,1,-1,2,-1,"2022-02-04T04:54:28.5845784","2022-02-04T04:54:28.5845784",,"151a7829-045f-4dc2-8c26-24d75f6bdd7a","01c36ece-91de-4645-9758-c0dd4f6e0aeb",,
